date,adjpoll_clinton,adjpoll_trump,Music_LeftTroll,Music_RightTroll,Movies_LeftTroll,Movies_RightTroll,Sport_LeftTroll,Sport_RightTroll,Trump_LeftTroll,Trump_RightTroll,Hillary_LeftTroll,Hillary_RightTroll,Hacking_LeftTroll,Hacking_RightTroll,Sanders_LeftTroll,Sanders_RightTroll,Obama_LeftTroll,Obama_RightTroll,Election_LeftTroll,Election_RightTroll,Voter_LeftTroll,Voter_RightTroll,Healthcare_LeftTroll,Healthcare_RightTroll,Gouvernment_LeftTroll,Gouvernment_RightTroll,Religion_LeftTroll,Religion_RightTroll,Conservative_LeftTroll,Conservative_RightTroll,Liberal_LeftTroll,Liberal_RightTroll,Gun_LeftTroll,Gun_RightTroll,Terrorism_LeftTroll,Terrorism_RightTroll,Fear_LeftTroll,Fear_RightTroll,BlackLivesMatter_LeftTroll,BlackLivesMatter_RightTroll,MeToo_LeftTroll,MeToo_RightTroll,FakeNews_LeftTroll,FakeNews_RightTroll,News_LeftTroll,News_RightTroll,Scandal_LeftTroll,Scandal_RightTroll,Economy_LeftTroll,Economy_RightTroll
2016-04-14,45.09276785714287,37.36516579365087,0.0,1.0,1.0,0.0,2.0,1.0,2.0,4.0,4.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0,6.0,15.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,6.0,3.0,5.0,1.0,12.0,3.0,2.0,17.0,4.0,1.0,1.0,73.0,3.0,4.0,1.0,1.0,0.0,5.0,3.0,0.0,4.0,0.0,3.0
2016-04-15,44.81346785714287,37.174093888888954,0.0,0.0,4.0,3.0,2.0,0.0,1.0,19.0,2.0,15.0,0.0,0.0,5.0,9.0,0.0,2.0,2.0,11.0,2.0,4.0,0.0,1.0,3.0,3.0,1.0,15.0,0.0,7.0,0.0,6.0,0.0,5.0,5.0,11.0,1.0,1.0,31.0,13.0,2.0,8.0,1.0,3.0,2.0,5.0,2.0,4.0,0.0,2.0
2016-04-16,44.91899880952382,37.02174817460324,0.0,1.0,1.0,1.0,0.0,5.0,1.0,20.0,2.0,6.0,0.0,1.0,3.0,5.0,0.0,6.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,8.0,0.0,8.0,1.0,10.0,8.0,3.0,0.0,0.0,32.0,9.0,1.0,5.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0
2016-04-17,44.6315242857143,37.016249603174664,19.0,0.0,13.0,0.0,5.0,0.0,7.0,17.0,14.0,9.0,15.0,0.0,26.0,14.0,1.0,1.0,35.0,14.0,16.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,7.0,6.0,11.0,0.0,0.0,14.0,1.0,11.0,2.0,95.0,4.0,22.0,3.0,2.0,5.0,19.0,3.0,3.0,1.0,0.0,3.0
2016-04-18,44.177088333333344,36.49727547619053,8.0,0.0,4.0,1.0,10.0,0.0,12.0,7.0,47.0,3.0,6.0,0.0,54.0,9.0,1.0,4.0,66.0,12.0,36.0,5.0,9.0,0.0,14.0,2.0,0.0,5.0,14.0,3.0,6.0,6.0,9.0,0.0,3.0,0.0,6.0,0.0,111.0,2.0,22.0,3.0,12.0,0.0,9.0,1.0,10.0,0.0,8.0,1.0
2016-04-19,44.43071476190477,36.93153166666672,5.0,1.0,1.0,1.0,2.0,2.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,15.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,8.0,3.0,6.0,0.0,10.0,0.0,4.0,9.0,2.0,0.0,0.0,20.0,6.0,1.0,5.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
2016-04-20,44.77655666666668,37.69690896825402,1.0,0.0,51.0,1.0,1.0,0.0,2.0,13.0,5.0,7.0,0.0,1.0,1.0,9.0,1.0,4.0,3.0,16.0,2.0,4.0,0.0,1.0,1.0,4.0,0.0,5.0,4.0,10.0,0.0,13.0,0.0,1.0,9.0,4.0,0.0,1.0,35.0,9.0,2.0,7.0,0.0,3.0,3.0,2.0,0.0,5.0,0.0,2.0
2016-04-21,44.68904285714286,37.88232658730164,14.0,0.0,6.0,0.0,8.0,0.0,9.0,24.0,15.0,7.0,0.0,1.0,12.0,9.0,11.0,6.0,26.0,20.0,20.0,7.0,0.0,1.0,18.0,5.0,14.0,5.0,7.0,10.0,4.0,13.0,0.0,3.0,34.0,2.0,10.0,1.0,116.0,4.0,15.0,6.0,6.0,2.0,24.0,3.0,1.0,1.0,5.0,1.0
2016-04-22,44.63999698412699,38.22248071428577,33.0,0.0,6.0,0.0,1.0,1.0,12.0,9.0,1.0,7.0,0.0,1.0,6.0,6.0,4.0,0.0,4.0,14.0,4.0,5.0,0.0,0.0,6.0,4.0,0.0,5.0,2.0,6.0,0.0,9.0,1.0,6.0,8.0,2.0,4.0,1.0,45.0,4.0,2.0,5.0,4.0,2.0,6.0,2.0,0.0,1.0,7.0,1.0
2016-04-23,44.297265555555555,38.706858809523865,3.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,4.0,4.0,0.0,0.0,6.0,2.0,0.0,4.0,4.0,6.0,4.0,2.0,0.0,1.0,1.0,2.0,1.0,24.0,0.0,1.0,1.0,6.0,0.0,5.0,3.0,6.0,3.0,1.0,16.0,3.0,5.0,7.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0
2016-04-24,44.070059365079366,38.43994476190482,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,12.0,0.0,5.0,0.0,0.0,2.0,8.0,0.0,10.0,0.0,14.0,1.0,11.0,0.0,9.0,0.0,7.0,0.0,2.0,19.0,12.0,1.0,9.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,7.0
2016-04-25,43.76862325396826,38.70970952380958,3.0,0.0,2.0,0.0,0.0,0.0,2.0,24.0,2.0,22.0,0.0,0.0,1.0,10.0,1.0,7.0,2.0,16.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,6.0,1.0,11.0,0.0,8.0,0.0,6.0,5.0,2.0,1.0,2.0,69.0,8.0,3.0,10.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0
2016-04-26,43.81547087301588,38.93596761904767,10.0,1.0,0.0,0.0,2.0,1.0,7.0,22.0,7.0,9.0,0.0,0.0,2.0,11.0,1.0,3.0,14.0,20.0,10.0,7.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,6.0,7.0,4.0,3.0,0.0,62.0,2.0,4.0,3.0,3.0,1.0,5.0,1.0,4.0,2.0,0.0,3.0
2016-04-27,42.97276873015874,39.01806269841275,5.0,2.0,1.0,5.0,0.0,1.0,0.0,16.0,1.0,7.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,9.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,23.0,0.0,9.0,2.0,12.0,2.0,4.0,7.0,6.0,2.0,2.0,28.0,4.0,4.0,5.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,1.0
2016-04-28,43.87793396825398,39.51557698412704,4.0,0.0,4.0,0.0,3.0,0.0,2.0,10.0,3.0,5.0,0.0,0.0,1.0,9.0,0.0,3.0,8.0,7.0,1.0,2.0,0.0,1.0,1.0,7.0,0.0,24.0,0.0,9.0,3.0,17.0,3.0,5.0,12.0,11.0,3.0,2.0,91.0,7.0,15.0,13.0,1.0,2.0,8.0,4.0,2.0,2.0,2.0,2.0
2016-04-29,44.06308150793652,39.56131500000005,22.0,0.0,4.0,1.0,2.0,0.0,22.0,19.0,1.0,11.0,4.0,3.0,0.0,12.0,5.0,4.0,5.0,16.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,11.0,1.0,5.0,1.0,7.0,5.0,3.0,19.0,3.0,4.0,0.0,127.0,11.0,10.0,7.0,5.0,3.0,8.0,2.0,1.0,2.0,2.0,1.0
2016-04-30,44.71260484126986,39.405996904761956,45.0,1.0,7.0,4.0,21.0,0.0,107.0,17.0,19.0,10.0,0.0,1.0,6.0,7.0,3.0,3.0,50.0,13.0,13.0,1.0,5.0,0.0,3.0,2.0,9.0,12.0,1.0,7.0,23.0,5.0,9.0,4.0,24.0,3.0,0.0,0.0,114.0,9.0,10.0,2.0,12.0,2.0,31.0,1.0,2.0,0.0,8.0,0.0
2016-05-01,45.03495769841271,39.351287380952435,4.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,4.0,12.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,7.0,0.0,9.0,1.0,6.0,4.0,2.0,1.0,0.0,19.0,13.0,3.0,8.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0
2016-05-02,45.796583571428584,39.763087380952435,2.0,0.0,0.0,0.0,1.0,0.0,4.0,21.0,1.0,14.0,1.0,0.0,0.0,6.0,4.0,5.0,3.0,9.0,2.0,4.0,0.0,2.0,0.0,2.0,2.0,10.0,0.0,13.0,0.0,10.0,1.0,5.0,1.0,6.0,3.0,0.0,26.0,3.0,3.0,6.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0
2016-05-03,45.502080000000014,39.23702976190482,19.0,0.0,13.0,0.0,0.0,0.0,44.0,29.0,18.0,14.0,6.0,0.0,25.0,20.0,6.0,0.0,80.0,27.0,26.0,11.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,6.0,16.0,7.0,4.0,2.0,15.0,0.0,0.0,1.0,145.0,9.0,21.0,3.0,2.0,5.0,16.0,2.0,6.0,1.0,10.0,1.0
2016-05-04,45.534765952380965,38.96803261904768,41.0,0.0,13.0,1.0,8.0,0.0,113.0,15.0,36.0,26.0,7.0,0.0,25.0,7.0,14.0,1.0,81.0,21.0,19.0,2.0,3.0,0.0,17.0,1.0,17.0,3.0,29.0,2.0,39.0,4.0,6.0,4.0,16.0,1.0,6.0,0.0,113.0,0.0,34.0,0.0,10.0,1.0,30.0,3.0,6.0,0.0,14.0,0.0
2016-05-05,44.521511904761915,39.28200547619054,3.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,1.0,17.0,0.0,1.0,3.0,2.0,3.0,5.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,15.0,1.0,4.0,0.0,5.0,0.0,9.0,3.0,3.0,0.0,3.0,29.0,3.0,4.0,14.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,1.0
2016-05-06,43.961519603174615,39.369652222222285,2.0,3.0,2.0,2.0,0.0,0.0,1.0,27.0,2.0,15.0,0.0,1.0,2.0,7.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,8.0,0.0,13.0,0.0,6.0,2.0,8.0,3.0,6.0,2.0,0.0,46.0,3.0,4.0,5.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,2.0
2016-05-07,43.32211293650795,39.779313174603246,26.0,8.0,11.0,5.0,2.0,0.0,51.0,168.0,33.0,75.0,0.0,9.0,24.0,10.0,0.0,30.0,39.0,69.0,7.0,33.0,0.0,2.0,0.0,13.0,9.0,45.0,1.0,48.0,27.0,39.0,3.0,0.0,26.0,8.0,14.0,10.0,174.0,5.0,29.0,14.0,3.0,8.0,30.0,9.0,1.0,1.0,0.0,6.0
2016-05-08,42.53875293650795,40.37519317460325,15.0,22.0,15.0,12.0,0.0,9.0,56.0,123.0,4.0,5.0,0.0,0.0,18.0,14.0,13.0,3.0,31.0,15.0,15.0,7.0,2.0,4.0,3.0,18.0,2.0,16.0,10.0,13.0,15.0,7.0,1.0,10.0,17.0,15.0,0.0,21.0,55.0,447.0,18.0,16.0,3.0,5.0,18.0,2.0,7.0,7.0,10.0,0.0
2016-05-09,42.340094126984134,40.68409484126992,1.0,1.0,1.0,0.0,1.0,0.0,4.0,21.0,0.0,13.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0,12.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,9.0,0.0,20.0,1.0,3.0,1.0,7.0,1.0,0.0,45.0,5.0,6.0,15.0,2.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0
2016-05-10,42.64469365079366,41.58312365079372,6.0,0.0,3.0,1.0,1.0,0.0,2.0,42.0,1.0,21.0,1.0,2.0,0.0,10.0,0.0,6.0,1.0,16.0,1.0,7.0,0.0,1.0,1.0,6.0,1.0,18.0,2.0,14.0,0.0,20.0,0.0,4.0,7.0,2.0,1.0,3.0,40.0,19.0,0.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,4.0
2016-05-11,43.07353174603175,42.060810793650866,22.0,1.0,25.0,2.0,11.0,0.0,60.0,23.0,28.0,27.0,10.0,4.0,13.0,20.0,12.0,1.0,35.0,19.0,14.0,5.0,9.0,0.0,19.0,1.0,10.0,9.0,9.0,6.0,16.0,9.0,7.0,0.0,58.0,5.0,11.0,3.0,152.0,3.0,34.0,2.0,5.0,0.0,41.0,5.0,8.0,0.0,12.0,1.0
2016-05-12,42.60175436507937,41.67097198412705,11.0,0.0,20.0,5.0,15.0,1.0,135.0,58.0,13.0,24.0,7.0,5.0,10.0,4.0,2.0,15.0,130.0,51.0,5.0,33.0,14.0,14.0,31.0,15.0,8.0,22.0,4.0,72.0,31.0,26.0,37.0,81.0,34.0,13.0,10.0,21.0,239.0,2.0,67.0,18.0,26.0,17.0,30.0,19.0,6.0,4.0,19.0,4.0
2016-05-13,43.05787595238096,41.65294690476197,6.0,0.0,3.0,0.0,1.0,0.0,16.0,8.0,5.0,5.0,1.0,2.0,9.0,0.0,0.0,2.0,16.0,4.0,1.0,3.0,0.0,2.0,0.0,3.0,4.0,15.0,5.0,6.0,0.0,1.0,5.0,2.0,12.0,3.0,0.0,0.0,79.0,3.0,16.0,7.0,10.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0
2016-05-14,43.100767857142856,42.15375880952387,5.0,1.0,5.0,0.0,0.0,0.0,2.0,32.0,2.0,19.0,0.0,1.0,2.0,6.0,1.0,11.0,4.0,15.0,2.0,5.0,0.0,2.0,2.0,6.0,1.0,11.0,0.0,16.0,2.0,15.0,6.0,3.0,19.0,3.0,3.0,2.0,86.0,9.0,12.0,3.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0
2016-05-15,43.71214714285714,42.33825380952386,43.0,1.0,24.0,8.0,26.0,0.0,73.0,34.0,20.0,23.0,3.0,1.0,18.0,7.0,6.0,8.0,45.0,19.0,21.0,12.0,24.0,3.0,18.0,3.0,17.0,9.0,14.0,18.0,24.0,31.0,9.0,14.0,93.0,6.0,21.0,2.0,693.0,164.0,41.0,12.0,21.0,15.0,45.0,2.0,6.0,1.0,20.0,3.0
2016-05-16,43.59769428571429,42.29682500000006,52.0,0.0,39.0,0.0,27.0,0.0,99.0,15.0,19.0,6.0,22.0,0.0,21.0,1.0,15.0,5.0,35.0,7.0,5.0,4.0,43.0,2.0,19.0,4.0,18.0,7.0,15.0,6.0,24.0,7.0,13.0,3.0,73.0,2.0,24.0,1.0,750.0,3.0,38.0,9.0,25.0,2.0,57.0,4.0,17.0,0.0,18.0,1.0
2016-05-17,43.03238984126985,42.13927761904768,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,3.0,21.0,0.0,0.0,7.0,3.0,1.0,2.0,7.0,16.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,14.0,2.0,8.0,2.0,10.0,1.0,2.0,7.0,2.0,0.0,2.0,72.0,4.0,5.0,6.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0
2016-05-18,42.736224603174605,41.52571523809531,3.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.0,25.0,3.0,0.0,3.0,8.0,1.0,8.0,6.0,8.0,3.0,5.0,1.0,0.0,1.0,2.0,0.0,13.0,0.0,13.0,1.0,8.0,1.0,3.0,18.0,6.0,1.0,1.0,69.0,12.0,2.0,7.0,1.0,4.0,5.0,3.0,0.0,1.0,2.0,0.0
2016-05-19,43.146261746031755,41.68880690476198,28.0,1.0,14.0,0.0,9.0,0.0,63.0,32.0,22.0,26.0,7.0,0.0,25.0,12.0,0.0,9.0,52.0,16.0,7.0,6.0,14.0,0.0,21.0,4.0,12.0,15.0,11.0,8.0,37.0,13.0,11.0,4.0,41.0,15.0,7.0,2.0,163.0,6.0,20.0,5.0,30.0,3.0,38.0,7.0,11.0,0.0,16.0,3.0
2016-05-20,42.72838817460318,41.57551166666674,29.0,1.0,16.0,4.0,16.0,0.0,53.0,14.0,17.0,13.0,1.0,2.0,17.0,4.0,2.0,4.0,42.0,8.0,5.0,2.0,17.0,0.0,22.0,1.0,12.0,30.0,0.0,7.0,22.0,7.0,2.0,4.0,44.0,5.0,28.0,0.0,126.0,6.0,42.0,12.0,4.0,1.0,31.0,2.0,6.0,0.0,13.0,0.0
2016-05-21,42.822995793650804,40.953433571428654,2.0,0.0,2.0,1.0,3.0,1.0,2.0,6.0,1.0,3.0,3.0,0.0,9.0,0.0,2.0,1.0,5.0,4.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,25.0,1.0,2.0,3.0,7.0,3.0,1.0,8.0,12.0,0.0,0.0,66.0,7.0,5.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0
2016-05-22,42.50306603174604,40.50548380952389,2.0,1.0,31.0,1.0,0.0,1.0,3.0,26.0,3.0,33.0,2.0,1.0,6.0,12.0,0.0,2.0,2.0,15.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,9.0,1.0,9.0,9.0,3.0,1.0,2.0,1.0,0.0,87.0,9.0,6.0,6.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0
2016-05-23,42.434299285714296,40.25247619047627,21.0,1.0,6.0,0.0,20.0,8.0,57.0,21.0,22.0,28.0,0.0,1.0,28.0,14.0,10.0,5.0,31.0,23.0,2.0,15.0,3.0,0.0,0.0,1.0,20.0,12.0,12.0,4.0,17.0,7.0,2.0,15.0,70.0,4.0,13.0,1.0,170.0,9.0,28.0,11.0,4.0,1.0,37.0,6.0,14.0,3.0,10.0,2.0
2016-05-24,42.777301349206354,40.010497619047705,44.0,1.0,6.0,0.0,9.0,0.0,60.0,15.0,61.0,38.0,8.0,1.0,33.0,7.0,14.0,2.0,62.0,10.0,37.0,7.0,4.0,0.0,22.0,1.0,12.0,10.0,4.0,8.0,14.0,2.0,0.0,2.0,24.0,7.0,0.0,0.0,112.0,7.0,35.0,7.0,15.0,0.0,69.0,1.0,1.0,2.0,14.0,0.0
2016-05-25,43.25669753968254,39.86405000000008,20.0,0.0,14.0,1.0,5.0,0.0,39.0,12.0,5.0,15.0,5.0,2.0,15.0,1.0,5.0,2.0,24.0,7.0,8.0,6.0,1.0,1.0,2.0,0.0,7.0,13.0,15.0,12.0,9.0,10.0,4.0,4.0,27.0,9.0,8.0,3.0,324.0,3.0,11.0,6.0,3.0,4.0,4.0,2.0,4.0,0.0,4.0,0.0
2016-05-26,43.80307468253968,39.319650476190546,6.0,1.0,2.0,1.0,2.0,0.0,6.0,27.0,3.0,16.0,0.0,0.0,3.0,13.0,2.0,8.0,3.0,11.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,14.0,1.0,11.0,2.0,6.0,2.0,5.0,5.0,2.0,1.0,1.0,52.0,10.0,7.0,14.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0
2016-05-27,44.2757753968254,38.61595952380959,22.0,0.0,14.0,1.0,21.0,0.0,44.0,37.0,15.0,25.0,21.0,2.0,24.0,13.0,8.0,9.0,40.0,23.0,11.0,7.0,10.0,3.0,14.0,1.0,8.0,7.0,7.0,7.0,9.0,8.0,2.0,3.0,50.0,5.0,15.0,0.0,179.0,6.0,12.0,6.0,4.0,4.0,18.0,7.0,6.0,2.0,29.0,3.0
2016-05-28,44.59789825396826,38.41273619047626,24.0,3.0,14.0,1.0,9.0,0.0,95.0,62.0,49.0,25.0,8.0,2.0,51.0,21.0,3.0,22.0,57.0,72.0,11.0,39.0,15.0,17.0,15.0,7.0,8.0,33.0,20.0,106.0,46.0,27.0,6.0,26.0,39.0,15.0,24.0,13.0,132.0,12.0,26.0,15.0,12.0,29.0,4.0,21.0,5.0,4.0,0.0,3.0
2016-05-29,45.304788253968255,37.95251000000007,9.0,3.0,4.0,1.0,14.0,0.0,10.0,26.0,15.0,15.0,3.0,1.0,11.0,7.0,0.0,16.0,13.0,47.0,7.0,24.0,0.0,6.0,0.0,7.0,1.0,27.0,3.0,84.0,2.0,23.0,0.0,18.0,8.0,12.0,0.0,5.0,177.0,12.0,8.0,10.0,8.0,17.0,1.0,6.0,9.0,3.0,1.0,3.0
2016-05-30,45.84532166666667,37.83307547619055,6.0,1.0,0.0,0.0,0.0,0.0,5.0,24.0,8.0,18.0,4.0,1.0,14.0,6.0,2.0,6.0,6.0,12.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,5.0,1.0,43.0,4.0,12.0,0.0,1.0,16.0,4.0,1.0,2.0,50.0,3.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0
2016-05-31,45.98491150793651,37.6203110317461,7.0,6.0,13.0,0.0,18.0,0.0,28.0,39.0,8.0,43.0,3.0,1.0,7.0,18.0,4.0,12.0,5.0,28.0,2.0,12.0,5.0,2.0,7.0,12.0,1.0,23.0,11.0,32.0,8.0,28.0,3.0,18.0,14.0,7.0,14.0,1.0,62.0,10.0,15.0,12.0,12.0,6.0,2.0,3.0,2.0,2.0,0.0,0.0
2016-06-01,46.19966293650794,38.087335079365154,50.0,9.0,35.0,0.0,17.0,1.0,74.0,17.0,46.0,20.0,5.0,0.0,17.0,3.0,9.0,4.0,66.0,7.0,29.0,3.0,5.0,1.0,23.0,2.0,4.0,12.0,9.0,14.0,32.0,9.0,12.0,1.0,52.0,2.0,6.0,1.0,240.0,4.0,40.0,15.0,17.0,5.0,5.0,0.0,20.0,3.0,24.0,2.0
2016-06-02,45.91089412698413,38.704195198412776,6.0,0.0,1.0,0.0,1.0,0.0,3.0,12.0,4.0,11.0,2.0,1.0,4.0,4.0,3.0,8.0,5.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,9.0,2.0,13.0,1.0,8.0,3.0,4.0,9.0,8.0,1.0,1.0,52.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,8.0
2016-06-03,45.66735555555556,38.77407186507945,6.0,0.0,2.0,0.0,1.0,0.0,2.0,40.0,1.0,20.0,0.0,1.0,0.0,9.0,0.0,6.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,4.0,0.0,8.0,2.0,7.0,0.0,8.0,2.0,2.0,9.0,7.0,1.0,0.0,54.0,7.0,5.0,5.0,4.0,5.0,7.0,3.0,1.0,1.0,0.0,0.0
2016-06-04,45.40784507936508,38.38665043650802,39.0,0.0,5.0,0.0,11.0,3.0,31.0,31.0,10.0,33.0,1.0,0.0,9.0,9.0,12.0,8.0,9.0,14.0,4.0,11.0,6.0,1.0,0.0,3.0,10.0,19.0,5.0,13.0,0.0,16.0,4.0,2.0,28.0,10.0,6.0,0.0,105.0,4.0,13.0,8.0,4.0,2.0,4.0,3.0,0.0,4.0,10.0,2.0
2016-06-05,45.132046507936515,38.47860376984136,4.0,0.0,3.0,0.0,1.0,0.0,10.0,27.0,0.0,12.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,5.0,2.0,10.0,0.0,7.0,0.0,3.0,4.0,5.0,4.0,0.0,36.0,1.0,3.0,7.0,4.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0
2016-06-06,44.64056944444445,38.15581115079374,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,41.0,1.0,8.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-06-07,45.05037055555556,38.29482869047628,5.0,0.0,10.0,0.0,1.0,5.0,31.0,23.0,4.0,41.0,0.0,1.0,6.0,21.0,3.0,6.0,10.0,42.0,2.0,13.0,3.0,2.0,5.0,3.0,13.0,25.0,13.0,14.0,8.0,14.0,11.0,5.0,33.0,8.0,10.0,0.0,406.0,7.0,15.0,7.0,13.0,11.0,12.0,6.0,2.0,2.0,3.0,4.0
2016-06-08,44.538965000000005,37.96254765873025,29.0,0.0,21.0,0.0,52.0,0.0,107.0,28.0,49.0,41.0,8.0,2.0,62.0,11.0,9.0,8.0,86.0,26.0,27.0,17.0,6.0,1.0,11.0,2.0,18.0,32.0,13.0,7.0,44.0,20.0,10.0,1.0,73.0,15.0,33.0,0.0,649.0,6.0,53.0,9.0,25.0,6.0,61.0,5.0,8.0,2.0,22.0,4.0
2016-06-09,44.51047142857143,37.11591849206358,22.0,0.0,12.0,1.0,12.0,0.0,63.0,11.0,45.0,16.0,6.0,0.0,37.0,6.0,31.0,9.0,71.0,6.0,26.0,2.0,6.0,0.0,13.0,4.0,15.0,14.0,11.0,5.0,25.0,13.0,5.0,0.0,78.0,2.0,21.0,0.0,119.0,5.0,45.0,7.0,11.0,4.0,32.0,0.0,0.0,1.0,26.0,0.0
2016-06-10,44.77782555555556,37.301925793650874,13.0,2.0,5.0,2.0,12.0,0.0,4.0,13.0,1.0,25.0,0.0,0.0,0.0,1.0,5.0,10.0,6.0,6.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,8.0,4.0,7.0,0.0,8.0,3.0,2.0,9.0,4.0,1.0,1.0,185.0,4.0,10.0,7.0,8.0,2.0,1.0,0.0,8.0,0.0,0.0,1.0
2016-06-11,44.640348650793655,37.61741769841278,2.0,0.0,0.0,0.0,3.0,0.0,2.0,19.0,2.0,33.0,0.0,4.0,4.0,3.0,1.0,11.0,1.0,8.0,0.0,5.0,1.0,0.0,2.0,2.0,1.0,15.0,0.0,11.0,0.0,12.0,1.0,15.0,6.0,7.0,0.0,1.0,35.0,17.0,2.0,15.0,4.0,4.0,2.0,7.0,3.0,2.0,4.0,2.0
2016-06-12,44.92147912698413,37.062001507936586,1.0,1.0,1.0,1.0,9.0,0.0,47.0,24.0,17.0,21.0,17.0,0.0,10.0,1.0,10.0,11.0,56.0,5.0,25.0,2.0,28.0,0.0,17.0,1.0,39.0,88.0,9.0,3.0,30.0,16.0,69.0,11.0,365.0,69.0,9.0,3.0,133.0,6.0,36.0,7.0,22.0,1.0,51.0,1.0,12.0,0.0,0.0,0.0
2016-06-13,45.08759666666667,37.062800079365154,22.0,0.0,14.0,0.0,24.0,0.0,103.0,7.0,22.0,5.0,12.0,0.0,5.0,0.0,34.0,5.0,32.0,4.0,9.0,1.0,5.0,0.0,8.0,0.0,42.0,28.0,6.0,4.0,20.0,10.0,30.0,1.0,255.0,21.0,16.0,2.0,203.0,5.0,17.0,6.0,9.0,1.0,23.0,3.0,24.0,1.0,15.0,1.0
2016-06-14,44.81558555555556,36.86407047619055,0.0,0.0,1.0,0.0,1.0,1.0,3.0,27.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,44.0,1.0,9.0,0.0,6.0,3.0,19.0,21.0,17.0,1.0,1.0,46.0,4.0,10.0,2.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,2.0
