date,adjusted_approve,adjusted_disapprove,Music_LeftTroll,Music_RightTroll,Movies_LeftTroll,Movies_RightTroll,Sport_LeftTroll,Sport_RightTroll,Trump_LeftTroll,Trump_RightTroll,Hillary_LeftTroll,Hillary_RightTroll,Hacking_LeftTroll,Hacking_RightTroll,Sanders_LeftTroll,Sanders_RightTroll,Obama_LeftTroll,Obama_RightTroll,Voter_LeftTroll,Voter_RightTroll,Healthcare_LeftTroll,Healthcare_RightTroll,Gouvernment_LeftTroll,Gouvernment_RightTroll,Religion_LeftTroll,Religion_RightTroll,Conservative_LeftTroll,Conservative_RightTroll,Liberal_LeftTroll,Liberal_RightTroll,Gun_LeftTroll,Gun_RightTroll,Terrorism_LeftTroll,Terrorism_RightTroll,Fear_LeftTroll,Fear_RightTroll,BlackLivesMatter_LeftTroll,BlackLivesMatter_RightTroll,MeToo_LeftTroll,MeToo_RightTroll,FakeNews_LeftTroll,FakeNews_RightTroll,News_LeftTroll,News_RightTroll,Scandal_LeftTroll,Scandal_RightTroll,Economy_LeftTroll,Economy_RightTroll
2017-01-20,42.644602222222225,42.27138888888889,120.0,14.0,21.0,19.0,4.0,11.0,141.0,568.0,5.0,36.0,7.0,14.0,0.0,4.0,65.0,306.0,3.0,10.0,11.0,20.0,8.0,19.0,6.0,31.0,9.0,54.0,10.0,76.0,4.0,16.0,21.0,60.0,17.0,13.0,85.0,54.0,23.0,14.0,14.0,58.0,25.0,124.0,8.0,8.0,7.0,16.0
2017-01-21,43.145552111111115,43.59000644444444,109.0,17.0,24.0,16.0,8.0,12.0,126.0,376.0,4.0,32.0,7.0,6.0,2.0,5.0,31.0,48.0,16.0,21.0,19.0,12.0,8.0,21.0,7.0,33.0,7.0,22.0,13.0,64.0,3.0,18.0,27.0,52.0,16.0,20.0,67.0,34.0,121.0,132.0,17.0,63.0,27.0,90.0,4.0,5.0,6.0,10.0
2017-01-22,44.19365950264551,43.888455724867725,108.0,14.0,16.0,11.0,14.0,31.0,113.0,272.0,6.0,26.0,6.0,7.0,1.0,3.0,32.0,37.0,13.0,17.0,8.0,6.0,5.0,18.0,2.0,36.0,9.0,44.0,11.0,54.0,3.0,5.0,17.0,28.0,8.0,18.0,80.0,24.0,122.0,166.0,16.0,62.0,30.0,93.0,3.0,8.0,5.0,15.0
2017-01-23,44.5704194186508,43.47833533531746,106.0,11.0,32.0,16.0,16.0,10.0,98.0,316.0,1.0,26.0,7.0,10.0,2.0,2.0,15.0,39.0,10.0,19.0,9.0,15.0,8.0,22.0,10.0,35.0,17.0,42.0,11.0,57.0,4.0,12.0,14.0,51.0,23.0,19.0,69.0,24.0,59.0,120.0,26.0,57.0,25.0,119.0,10.0,4.0,6.0,34.0
2017-01-24,45.05145353492064,43.865453125396826,133.0,11.0,45.0,22.0,8.0,14.0,95.0,329.0,8.0,18.0,7.0,19.0,4.0,7.0,16.0,44.0,27.0,24.0,8.0,13.0,21.0,40.0,9.0,42.0,18.0,49.0,17.0,67.0,4.0,14.0,21.0,41.0,12.0,18.0,81.0,31.0,50.0,66.0,16.0,42.0,30.0,124.0,10.0,10.0,10.0,34.0
2017-01-25,45.310238183862445,44.280674509259256,99.0,15.0,25.0,21.0,12.0,13.0,132.0,319.0,7.0,16.0,10.0,12.0,3.0,1.0,17.0,49.0,38.0,48.0,15.0,13.0,19.0,31.0,8.0,31.0,16.0,68.0,18.0,55.0,0.0,11.0,27.0,41.0,11.0,14.0,70.0,28.0,26.0,48.0,13.0,57.0,30.0,144.0,10.0,9.0,10.0,33.0
2017-01-26,45.382669871882094,44.65465469841269,97.0,12.0,29.0,19.0,13.0,11.0,135.0,353.0,2.0,13.0,7.0,16.0,2.0,3.0,18.0,45.0,20.0,38.0,10.0,22.0,9.0,41.0,12.0,32.0,20.0,104.0,16.0,78.0,5.0,22.0,32.0,42.0,15.0,10.0,68.0,50.0,28.0,46.0,12.0,55.0,34.0,134.0,13.0,14.0,10.0,21.0
2017-01-27,45.68940057482994,45.244934857142844,111.0,23.0,25.0,13.0,9.0,9.0,122.0,288.0,2.0,25.0,11.0,14.0,3.0,3.0,20.0,33.0,29.0,39.0,9.0,17.0,12.0,30.0,12.0,31.0,18.0,77.0,21.0,68.0,3.0,10.0,24.0,37.0,31.0,19.0,103.0,24.0,28.0,45.0,10.0,39.0,26.0,102.0,19.0,12.0,12.0,16.0
2017-01-28,45.850902610544225,45.52663,108.0,12.0,22.0,22.0,17.0,7.0,108.0,264.0,3.0,21.0,9.0,8.0,2.0,3.0,7.0,56.0,11.0,19.0,4.0,14.0,16.0,20.0,62.0,93.0,21.0,85.0,22.0,75.0,8.0,13.0,24.0,41.0,20.0,20.0,77.0,26.0,9.0,30.0,11.0,59.0,31.0,85.0,6.0,7.0,7.0,11.0
2017-01-29,45.806004651360546,45.967446122448976,88.0,42.0,19.0,14.0,9.0,8.0,152.0,378.0,5.0,34.0,5.0,19.0,1.0,6.0,7.0,47.0,11.0,24.0,5.0,7.0,18.0,31.0,82.0,187.0,46.0,128.0,17.0,83.0,1.0,13.0,35.0,62.0,12.0,29.0,67.0,31.0,13.0,23.0,14.0,60.0,33.0,125.0,3.0,5.0,5.0,15.0
2017-01-30,45.767683341836744,46.88829755102041,99.0,15.0,27.0,14.0,8.0,7.0,119.0,349.0,3.0,19.0,8.0,12.0,0.0,4.0,11.0,33.0,14.0,24.0,13.0,9.0,17.0,41.0,53.0,135.0,31.0,121.0,20.0,90.0,9.0,15.0,36.0,106.0,17.0,15.0,90.0,26.0,9.0,11.0,7.0,62.0,27.0,114.0,9.0,12.0,10.0,7.0
2017-01-31,45.56090254818595,47.310872811791384,102.0,14.0,19.0,13.0,6.0,9.0,127.0,273.0,3.0,9.0,8.0,7.0,1.0,1.0,3.0,46.0,30.0,21.0,9.0,9.0,40.0,54.0,27.0,62.0,32.0,83.0,25.0,90.0,2.0,16.0,34.0,48.0,10.0,19.0,90.0,37.0,19.0,11.0,15.0,29.0,26.0,77.0,12.0,11.0,6.0,13.0
2017-02-01,45.430958534580505,47.3858862585034,117.0,9.0,23.0,7.0,7.0,9.0,111.0,247.0,2.0,11.0,7.0,13.0,4.0,1.0,11.0,29.0,10.0,33.0,4.0,9.0,17.0,54.0,23.0,58.0,24.0,76.0,21.0,105.0,2.0,14.0,22.0,35.0,12.0,16.0,125.0,39.0,14.0,13.0,12.0,36.0,34.0,92.0,14.0,5.0,7.0,12.0
2017-02-02,45.3455308202948,47.54439418707482,118.0,12.0,34.0,15.0,10.0,5.0,105.0,285.0,2.0,21.0,8.0,8.0,3.0,1.0,10.0,30.0,12.0,27.0,10.0,12.0,21.0,37.0,23.0,47.0,18.0,63.0,20.0,100.0,4.0,20.0,34.0,42.0,12.0,24.0,127.0,39.0,9.0,18.0,11.0,45.0,28.0,96.0,7.0,9.0,10.0,21.0
2017-02-03,45.44764294274378,47.77657618707482,119.0,20.0,23.0,17.0,8.0,4.0,106.0,272.0,8.0,21.0,9.0,4.0,0.0,3.0,12.0,51.0,19.0,29.0,3.0,17.0,18.0,47.0,21.0,70.0,18.0,70.0,9.0,69.0,6.0,26.0,64.0,89.0,21.0,22.0,110.0,32.0,40.0,28.0,13.0,53.0,32.0,122.0,11.0,5.0,12.0,21.0
2017-02-04,45.57471233560092,48.0491664727891,114.0,14.0,30.0,12.0,17.0,7.0,109.0,249.0,2.0,21.0,4.0,14.0,3.0,6.0,7.0,32.0,6.0,15.0,15.0,11.0,16.0,31.0,18.0,69.0,15.0,77.0,19.0,73.0,5.0,12.0,30.0,69.0,20.0,25.0,109.0,27.0,26.0,24.0,8.0,50.0,19.0,84.0,5.0,9.0,14.0,6.0
2017-02-05,45.54939539682541,48.149889499999986,117.0,14.0,23.0,12.0,18.0,16.0,102.0,217.0,4.0,16.0,8.0,9.0,2.0,7.0,10.0,31.0,15.0,18.0,6.0,4.0,12.0,29.0,12.0,48.0,24.0,54.0,21.0,58.0,4.0,23.0,36.0,55.0,27.0,21.0,104.0,42.0,21.0,19.0,12.0,39.0,28.0,57.0,14.0,7.0,12.0,8.0
2017-02-06,45.52752753968256,48.2428956190476,89.0,16.0,32.0,13.0,21.0,19.0,87.0,233.0,1.0,18.0,8.0,19.0,1.0,10.0,7.0,20.0,8.0,19.0,4.0,17.0,17.0,26.0,3.0,48.0,28.0,102.0,15.0,65.0,1.0,23.0,30.0,43.0,20.0,34.0,82.0,27.0,12.0,31.0,11.0,36.0,24.0,76.0,15.0,12.0,5.0,6.0
2017-02-07,45.355369761904775,48.480725341269824,105.0,15.0,23.0,13.0,10.0,4.0,112.0,219.0,4.0,21.0,9.0,17.0,1.0,4.0,8.0,24.0,19.0,30.0,7.0,10.0,28.0,56.0,9.0,49.0,21.0,82.0,22.0,104.0,8.0,19.0,49.0,44.0,20.0,32.0,98.0,28.0,25.0,24.0,25.0,60.0,32.0,81.0,19.0,5.0,19.0,10.0
2017-02-08,45.32204826530614,48.71795699659862,93.0,17.0,25.0,14.0,17.0,7.0,101.0,205.0,3.0,17.0,6.0,16.0,4.0,42.0,14.0,36.0,15.0,33.0,11.0,27.0,58.0,86.0,14.0,48.0,15.0,77.0,35.0,95.0,4.0,26.0,39.0,61.0,17.0,31.0,121.0,33.0,18.0,28.0,18.0,97.0,42.0,141.0,13.0,12.0,17.0,15.0
2017-02-09,45.35330391609978,48.81410474263038,96.0,16.0,38.0,19.0,22.0,9.0,101.0,198.0,6.0,7.0,7.0,9.0,3.0,3.0,5.0,26.0,16.0,23.0,6.0,13.0,26.0,64.0,12.0,45.0,16.0,69.0,18.0,80.0,9.0,26.0,24.0,50.0,16.0,25.0,128.0,41.0,22.0,13.0,11.0,43.0,37.0,78.0,9.0,3.0,10.0,13.0
2017-02-10,45.10473248752835,49.11696188548752,115.0,19.0,42.0,29.0,18.0,12.0,120.0,273.0,5.0,32.0,6.0,30.0,0.0,6.0,5.0,39.0,12.0,28.0,11.0,21.0,17.0,50.0,16.0,50.0,17.0,92.0,17.0,92.0,2.0,22.0,20.0,68.0,31.0,45.0,95.0,35.0,18.0,29.0,9.0,67.0,34.0,109.0,15.0,14.0,11.0,30.0
2017-02-11,45.00235617006804,49.23533874263038,116.0,10.0,28.0,11.0,14.0,4.0,75.0,181.0,2.0,16.0,10.0,14.0,2.0,10.0,5.0,18.0,11.0,14.0,10.0,6.0,13.0,22.0,14.0,38.0,36.0,81.0,10.0,75.0,5.0,14.0,27.0,50.0,20.0,12.0,76.0,25.0,14.0,26.0,9.0,39.0,23.0,88.0,7.0,7.0,8.0,6.0
2017-02-12,44.87277117006805,49.36872426643991,123.0,17.0,49.0,18.0,7.0,7.0,83.0,199.0,1.0,21.0,8.0,6.0,4.0,11.0,9.0,27.0,14.0,35.0,5.0,5.0,12.0,30.0,12.0,58.0,29.0,89.0,25.0,80.0,5.0,19.0,26.0,42.0,31.0,35.0,82.0,34.0,26.0,34.0,15.0,36.0,22.0,63.0,6.0,5.0,7.0,8.0
2017-02-13,44.68191724149661,49.54386421882087,123.0,23.0,21.0,17.0,11.0,6.0,87.0,187.0,4.0,16.0,14.0,4.0,0.0,6.0,6.0,21.0,9.0,20.0,6.0,14.0,15.0,33.0,14.0,44.0,9.0,87.0,11.0,62.0,4.0,17.0,9.0,37.0,24.0,18.0,100.0,24.0,16.0,32.0,12.0,42.0,27.0,97.0,11.0,6.0,7.0,8.0
2017-02-14,44.70371275170071,49.59162250113379,100.0,29.0,27.0,11.0,7.0,7.0,126.0,203.0,2.0,22.0,14.0,16.0,0.0,3.0,7.0,34.0,14.0,15.0,7.0,16.0,24.0,56.0,5.0,33.0,23.0,89.0,28.0,71.0,2.0,13.0,29.0,38.0,57.0,53.0,102.0,19.0,24.0,23.0,28.0,53.0,40.0,106.0,15.0,9.0,4.0,14.0
2017-02-15,44.56161195392705,49.73336927293342,138.0,14.0,29.0,19.0,12.0,11.0,125.0,241.0,16.0,31.0,14.0,26.0,1.0,0.0,10.0,54.0,13.0,15.0,8.0,11.0,11.0,42.0,4.0,31.0,17.0,70.0,17.0,83.0,2.0,17.0,32.0,28.0,54.0,45.0,78.0,21.0,16.0,19.0,23.0,74.0,41.0,79.0,10.0,13.0,13.0,16.0
2017-02-16,44.33537064079574,49.96459614162029,121.0,16.0,22.0,15.0,7.0,5.0,125.0,256.0,3.0,22.0,12.0,23.0,3.0,2.0,5.0,57.0,6.0,23.0,11.0,14.0,19.0,47.0,11.0,27.0,22.0,120.0,20.0,72.0,3.0,20.0,28.0,31.0,31.0,57.0,97.0,22.0,27.0,11.0,19.0,61.0,39.0,78.0,10.0,7.0,11.0,26.0
2017-02-17,44.169277702020224,50.008126590599886,102.0,12.0,25.0,20.0,14.0,7.0,112.0,239.0,4.0,22.0,12.0,19.0,2.0,0.0,6.0,40.0,6.0,7.0,6.0,13.0,16.0,36.0,9.0,24.0,13.0,70.0,19.0,46.0,1.0,18.0,18.0,28.0,27.0,39.0,88.0,25.0,19.0,19.0,20.0,94.0,40.0,104.0,8.0,3.0,11.0,13.0
2017-02-18,44.03351259090912,49.85248916202846,170.0,15.0,34.0,5.0,11.0,5.0,109.0,224.0,8.0,23.0,11.0,13.0,0.0,0.0,8.0,41.0,8.0,8.0,9.0,12.0,16.0,26.0,17.0,27.0,20.0,71.0,22.0,39.0,2.0,18.0,27.0,36.0,34.0,34.0,106.0,20.0,20.0,16.0,22.0,91.0,29.0,88.0,9.0,10.0,9.0,8.0
2017-02-19,43.99249616233768,49.771441835497846,124.0,14.0,28.0,5.0,16.0,7.0,100.0,251.0,2.0,10.0,4.0,14.0,2.0,0.0,17.0,36.0,13.0,17.0,4.0,7.0,12.0,26.0,16.0,46.0,20.0,62.0,10.0,45.0,7.0,21.0,36.0,46.0,18.0,35.0,111.0,26.0,28.0,20.0,21.0,81.0,32.0,98.0,10.0,5.0,10.0,10.0
2017-02-20,44.123625499072375,49.48166169944342,157.0,20.0,31.0,16.0,32.0,7.0,99.0,247.0,1.0,29.0,5.0,15.0,0.0,2.0,12.0,38.0,8.0,18.0,11.0,13.0,19.0,19.0,14.0,59.0,13.0,102.0,15.0,75.0,2.0,17.0,29.0,43.0,41.0,44.0,92.0,39.0,32.0,39.0,20.0,91.0,28.0,116.0,10.0,5.0,13.0,11.0
2017-02-21,44.25449014759845,49.15841258379716,140.0,11.0,30.0,14.0,17.0,13.0,70.0,209.0,0.0,25.0,7.0,14.0,1.0,5.0,7.0,32.0,10.0,12.0,4.0,10.0,4.0,41.0,8.0,44.0,15.0,95.0,6.0,52.0,6.0,25.0,26.0,38.0,18.0,18.0,120.0,42.0,32.0,42.0,14.0,66.0,29.0,100.0,19.0,7.0,11.0,16.0
2017-02-22,44.28434604741293,49.084012546691405,175.0,21.0,40.0,13.0,27.0,11.0,103.0,216.0,3.0,12.0,11.0,25.0,0.0,3.0,9.0,29.0,6.0,23.0,11.0,17.0,18.0,41.0,16.0,51.0,9.0,94.0,25.0,84.0,4.0,22.0,23.0,38.0,30.0,32.0,121.0,34.0,25.0,32.0,19.0,69.0,25.0,108.0,8.0,8.0,27.0,10.0
2017-02-23,44.39145942403631,48.97175692517006,183.0,15.0,36.0,13.0,14.0,5.0,71.0,182.0,5.0,22.0,17.0,22.0,1.0,1.0,9.0,20.0,15.0,20.0,18.0,19.0,19.0,35.0,8.0,42.0,22.0,76.0,25.0,58.0,9.0,28.0,23.0,32.0,19.0,25.0,107.0,39.0,28.0,26.0,11.0,92.0,27.0,144.0,8.0,11.0,18.0,9.0
2017-02-24,44.744169537415,48.77931368253968,138.0,17.0,22.0,10.0,13.0,6.0,81.0,195.0,8.0,12.0,13.0,18.0,1.0,2.0,6.0,25.0,13.0,19.0,11.0,27.0,20.0,50.0,16.0,31.0,21.0,72.0,31.0,79.0,13.0,23.0,30.0,39.0,44.0,32.0,128.0,44.0,37.0,20.0,21.0,74.0,42.0,98.0,8.0,12.0,10.0,8.0
2017-02-25,44.76417032312928,49.03505539682539,154.0,29.0,31.0,11.0,25.0,10.0,72.0,145.0,1.0,23.0,25.0,52.0,2.0,4.0,13.0,29.0,9.0,15.0,6.0,9.0,11.0,30.0,14.0,42.0,17.0,78.0,24.0,68.0,5.0,14.0,25.0,42.0,29.0,32.0,116.0,25.0,15.0,17.0,18.0,93.0,27.0,115.0,17.0,8.0,13.0,16.0
2017-02-26,44.84784379251703,49.10444315192744,131.0,13.0,35.0,28.0,18.0,5.0,72.0,150.0,17.0,18.0,20.0,48.0,13.0,12.0,6.0,23.0,14.0,16.0,11.0,10.0,14.0,25.0,16.0,41.0,15.0,65.0,27.0,82.0,5.0,15.0,26.0,34.0,19.0,22.0,117.0,28.0,16.0,29.0,20.0,69.0,23.0,95.0,13.0,9.0,9.0,10.0
2017-02-27,44.97029277210887,49.06974927437641,128.0,13.0,51.0,30.0,8.0,6.0,50.0,207.0,4.0,17.0,6.0,34.0,3.0,6.0,5.0,16.0,9.0,27.0,7.0,38.0,2.0,40.0,12.0,37.0,6.0,80.0,11.0,80.0,3.0,11.0,21.0,35.0,19.0,34.0,103.0,24.0,17.0,19.0,10.0,51.0,27.0,72.0,14.0,11.0,8.0,16.0
2017-02-28,44.98979642290252,49.17480022675737,142.0,13.0,39.0,14.0,16.0,11.0,83.0,244.0,6.0,17.0,5.0,11.0,1.0,3.0,8.0,42.0,16.0,22.0,15.0,28.0,15.0,62.0,19.0,37.0,12.0,89.0,22.0,87.0,8.0,18.0,30.0,43.0,27.0,26.0,131.0,44.0,34.0,25.0,11.0,55.0,28.0,86.0,9.0,9.0,8.0,12.0
2017-03-01,45.15779475885228,49.002871812314666,119.0,14.0,39.0,13.0,7.0,10.0,151.0,376.0,6.0,21.0,11.0,9.0,3.0,8.0,19.0,30.0,17.0,12.0,21.0,23.0,26.0,86.0,11.0,41.0,28.0,84.0,32.0,137.0,5.0,23.0,25.0,38.0,35.0,24.0,111.0,27.0,48.0,31.0,26.0,39.0,34.0,98.0,9.0,16.0,12.0,23.0
2017-03-02,45.25667526905636,48.7497350776208,111.0,14.0,26.0,11.0,11.0,4.0,100.0,214.0,4.0,32.0,8.0,16.0,1.0,3.0,16.0,47.0,6.0,15.0,9.0,17.0,45.0,64.0,7.0,26.0,12.0,73.0,21.0,130.0,0.0,35.0,23.0,30.0,81.0,105.0,72.0,24.0,35.0,16.0,13.0,69.0,34.0,97.0,12.0,14.0,11.0,15.0
2017-03-03,45.25992507064366,48.63819682365254,163.0,15.0,31.0,10.0,13.0,10.0,72.0,206.0,2.0,36.0,7.0,33.0,0.0,1.0,8.0,65.0,8.0,12.0,5.0,15.0,22.0,56.0,16.0,54.0,22.0,66.0,18.0,139.0,3.0,14.0,24.0,59.0,48.0,117.0,94.0,28.0,29.0,32.0,15.0,54.0,34.0,92.0,12.0,19.0,10.0,21.0
2017-03-04,45.56949428492938,48.12828739508111,116.0,19.0,28.0,18.0,14.0,5.0,121.0,302.0,1.0,51.0,16.0,43.0,1.0,5.0,23.0,182.0,5.0,17.0,13.0,38.0,15.0,66.0,10.0,41.0,12.0,72.0,16.0,128.0,11.0,39.0,11.0,71.0,46.0,127.0,87.0,39.0,18.0,29.0,16.0,72.0,33.0,125.0,10.0,19.0,5.0,26.0
2017-03-05,45.669494284929385,48.03645066038723,136.0,11.0,31.0,19.0,3.0,3.0,99.0,248.0,5.0,69.0,8.0,33.0,2.0,1.0,18.0,168.0,7.0,18.0,7.0,4.0,11.0,44.0,12.0,31.0,21.0,54.0,15.0,74.0,4.0,19.0,17.0,29.0,44.0,60.0,81.0,26.0,23.0,27.0,14.0,53.0,27.0,107.0,7.0,9.0,4.0,11.0
2017-03-06,45.326199301936185,48.37904086446887,114.0,19.0,22.0,21.0,7.0,13.0,98.0,288.0,2.0,63.0,13.0,32.0,5.0,3.0,13.0,135.0,7.0,10.0,6.0,14.0,10.0,49.0,12.0,62.0,31.0,71.0,15.0,91.0,2.0,18.0,31.0,43.0,40.0,56.0,91.0,32.0,30.0,25.0,23.0,56.0,47.0,139.0,9.0,6.0,11.0,15.0
2017-03-07,45.27379039037156,48.425810660387235,131.0,15.0,39.0,24.0,11.0,11.0,83.0,189.0,1.0,24.0,11.0,66.0,2.0,1.0,11.0,99.0,7.0,15.0,48.0,79.0,15.0,50.0,18.0,40.0,31.0,60.0,30.0,75.0,9.0,18.0,23.0,43.0,25.0,58.0,112.0,34.0,35.0,21.0,10.0,47.0,36.0,91.0,16.0,14.0,21.0,23.0
2017-03-08,45.16293491156465,48.614065605442185,122.0,12.0,37.0,15.0,11.0,7.0,69.0,149.0,4.0,15.0,21.0,59.0,0.0,3.0,5.0,51.0,13.0,11.0,35.0,47.0,15.0,38.0,11.0,15.0,15.0,34.0,24.0,51.0,5.0,8.0,41.0,28.0,29.0,44.0,106.0,18.0,125.0,125.0,18.0,32.0,44.0,54.0,8.0,11.0,17.0,9.0
2017-03-09,45.25302376643993,48.70537395011338,143.0,15.0,22.0,19.0,15.0,6.0,65.0,165.0,2.0,25.0,14.0,46.0,0.0,2.0,9.0,53.0,11.0,18.0,44.0,56.0,12.0,43.0,5.0,30.0,18.0,60.0,31.0,53.0,4.0,10.0,22.0,28.0,43.0,39.0,87.0,18.0,65.0,59.0,10.0,40.0,31.0,96.0,12.0,10.0,9.0,14.0
2017-03-10,45.05783907596374,48.955633854875295,146.0,14.0,35.0,8.0,10.0,7.0,71.0,146.0,4.0,19.0,19.0,27.0,1.0,5.0,12.0,68.0,15.0,17.0,31.0,37.0,13.0,37.0,9.0,32.0,10.0,53.0,15.0,65.0,8.0,7.0,30.0,30.0,43.0,34.0,68.0,17.0,33.0,15.0,13.0,35.0,28.0,91.0,12.0,5.0,11.0,20.0
2017-03-11,44.523553361678026,49.46706242630386,180.0,12.0,22.0,11.0,8.0,5.0,67.0,131.0,1.0,25.0,9.0,25.0,2.0,3.0,10.0,37.0,9.0,11.0,14.0,35.0,8.0,32.0,5.0,36.0,9.0,32.0,7.0,46.0,2.0,8.0,13.0,29.0,24.0,20.0,81.0,30.0,45.0,15.0,12.0,41.0,27.0,59.0,11.0,14.0,14.0,12.0
2017-03-12,43.96277052721091,49.88135789115647,165.0,15.0,34.0,11.0,7.0,4.0,51.0,114.0,4.0,24.0,10.0,23.0,1.0,5.0,6.0,26.0,20.0,14.0,22.0,31.0,18.0,22.0,11.0,56.0,8.0,58.0,14.0,58.0,6.0,10.0,18.0,20.0,30.0,28.0,88.0,30.0,34.0,22.0,17.0,31.0,25.0,52.0,9.0,8.0,14.0,9.0
2017-03-13,43.921958146258525,49.91731336734694,140.0,21.0,33.0,14.0,12.0,5.0,58.0,94.0,3.0,27.0,13.0,20.0,2.0,2.0,11.0,25.0,10.0,11.0,26.0,27.0,15.0,24.0,14.0,27.0,8.0,48.0,21.0,59.0,3.0,9.0,24.0,27.0,30.0,33.0,90.0,23.0,21.0,20.0,25.0,35.0,41.0,50.0,10.0,3.0,14.0,15.0
2017-03-14,43.66867674036284,50.171261825396826,140.0,14.0,36.0,8.0,12.0,0.0,67.0,123.0,0.0,12.0,10.0,12.0,2.0,11.0,9.0,37.0,11.0,18.0,37.0,52.0,15.0,32.0,6.0,36.0,15.0,44.0,23.0,66.0,1.0,12.0,25.0,23.0,33.0,37.0,100.0,26.0,22.0,14.0,15.0,55.0,39.0,84.0,19.0,5.0,15.0,9.0
2017-03-15,43.491125719954674,50.359016927437644,171.0,13.0,34.0,11.0,19.0,4.0,107.0,227.0,1.0,22.0,13.0,20.0,1.0,15.0,10.0,44.0,11.0,21.0,28.0,31.0,7.0,28.0,8.0,20.0,8.0,45.0,22.0,59.0,3.0,7.0,22.0,25.0,26.0,31.0,92.0,11.0,31.0,9.0,14.0,45.0,45.0,81.0,15.0,9.0,11.0,12.0
2017-03-16,43.19080536586432,50.63214327664399,176.0,16.0,31.0,7.0,9.0,8.0,122.0,189.0,1.0,23.0,5.0,14.0,1.0,2.0,15.0,33.0,13.0,24.0,54.0,56.0,19.0,33.0,21.0,35.0,17.0,57.0,18.0,61.0,3.0,7.0,20.0,30.0,22.0,20.0,84.0,18.0,33.0,13.0,13.0,28.0,19.0,74.0,13.0,11.0,13.0,5.0
2017-03-17,43.0304146515786,50.79193513378684,178.0,15.0,27.0,6.0,18.0,0.0,100.0,198.0,7.0,17.0,8.0,9.0,5.0,3.0,10.0,36.0,10.0,10.0,22.0,49.0,19.0,33.0,12.0,41.0,12.0,49.0,12.0,58.0,7.0,11.0,23.0,28.0,35.0,19.0,102.0,17.0,24.0,15.0,11.0,29.0,37.0,61.0,18.0,9.0,12.0,15.0
2017-03-18,43.28184350872146,50.637649705215416,169.0,14.0,39.0,6.0,17.0,3.0,90.0,132.0,5.0,42.0,10.0,9.0,1.0,6.0,7.0,26.0,10.0,17.0,20.0,34.0,11.0,25.0,13.0,48.0,6.0,51.0,15.0,53.0,5.0,9.0,21.0,27.0,38.0,25.0,91.0,19.0,33.0,12.0,18.0,40.0,26.0,46.0,13.0,4.0,11.0,5.0
2017-03-19,43.54425487380082,50.36685040362811,153.0,14.0,30.0,5.0,15.0,5.0,67.0,140.0,10.0,27.0,7.0,12.0,2.0,8.0,7.0,35.0,15.0,18.0,13.0,29.0,14.0,27.0,8.0,51.0,10.0,50.0,11.0,49.0,6.0,15.0,24.0,31.0,38.0,27.0,88.0,28.0,19.0,19.0,9.0,34.0,18.0,67.0,14.0,8.0,10.0,7.0
2017-03-20,43.45545269126114,50.499351752834464,132.0,25.0,37.0,8.0,13.0,6.0,83.0,171.0,10.0,40.0,15.0,37.0,0.0,2.0,7.0,43.0,15.0,14.0,11.0,47.0,18.0,30.0,12.0,36.0,5.0,42.0,25.0,57.0,5.0,12.0,26.0,25.0,66.0,53.0,86.0,26.0,31.0,10.0,14.0,37.0,25.0,48.0,8.0,12.0,7.0,15.0
2017-03-21,43.36179511756499,50.58826023356009,133.0,11.0,26.0,7.0,10.0,4.0,83.0,113.0,6.0,24.0,15.0,21.0,3.0,4.0,10.0,31.0,12.0,19.0,17.0,28.0,11.0,29.0,14.0,35.0,14.0,44.0,23.0,55.0,2.0,8.0,17.0,20.0,44.0,45.0,69.0,21.0,28.0,12.0,16.0,36.0,28.0,53.0,12.0,16.0,12.0,11.0
2017-03-22,43.038222056340494,50.72297782993197,148.0,11.0,31.0,10.0,8.0,2.0,93.0,106.0,7.0,12.0,15.0,18.0,0.0,1.0,8.0,28.0,15.0,13.0,30.0,29.0,19.0,33.0,4.0,50.0,16.0,67.0,26.0,41.0,6.0,10.0,37.0,85.0,40.0,31.0,103.0,32.0,29.0,12.0,12.0,29.0,34.0,78.0,18.0,9.0,15.0,10.0
2017-03-23,42.70676927911772,50.86456757019172,111.0,11.0,35.0,4.0,8.0,2.0,92.0,139.0,4.0,17.0,8.0,18.0,0.0,4.0,11.0,42.0,23.0,18.0,56.0,41.0,24.0,23.0,10.0,54.0,9.0,47.0,32.0,54.0,7.0,7.0,46.0,87.0,38.0,34.0,112.0,22.0,40.0,10.0,19.0,56.0,44.0,87.0,9.0,7.0,17.0,12.0
2017-03-24,42.316787302927246,51.1200254511441,129.0,12.0,24.0,7.0,8.0,7.0,96.0,150.0,6.0,24.0,15.0,21.0,6.0,3.0,11.0,40.0,26.0,38.0,66.0,95.0,15.0,28.0,11.0,33.0,10.0,41.0,43.0,66.0,2.0,13.0,39.0,48.0,38.0,24.0,108.0,19.0,31.0,19.0,21.0,46.0,37.0,87.0,6.0,5.0,20.0,14.0
2017-03-25,41.81411060904969,51.29231418583798,142.0,14.0,38.0,9.0,12.0,2.0,76.0,135.0,2.0,19.0,10.0,19.0,4.0,3.0,11.0,18.0,17.0,23.0,47.0,73.0,9.0,26.0,8.0,28.0,10.0,40.0,24.0,73.0,2.0,6.0,24.0,33.0,32.0,32.0,99.0,27.0,26.0,11.0,10.0,30.0,21.0,72.0,8.0,6.0,11.0,17.0
